
0 , 1 , 0
1 , 1 , 0
2 , 1 , 0
3 , 1 , 0
4 , 1 , 1.11111
5 , 1 , 0.123457
6 , 1 , 0.260631
7 , 1 , 0.179851
8 , 1 , 0.338532
9 , 1 , 0.380889
10 , 1 , 0.346343
11 , 1 , 0.272342
12 , 1 , 0.293702
13 , 1 , 0.311491
14 , 1 , 0.329359
15 , 1 , 0.318256
16 , 1 , 0.307433
17 , 1 , 0.306226
18 , 1 , 0.31275
19 , 1 , 0.315484
20 , 1 , 0.314216
21 , 1 , 0.311501
22 , 1 , 0.3112
23 , 1 , 0.312346
24 , 1 , 0.313155
25 , 1 , 0.312885
26 , 1 , 0.312351
27 , 1 , 0.312208
28 , 1 , 0.312444
29 , 1 , 0.312626
30 , 1 , 0.312594
31 , 1 , 0.312477
32 , 1 , 0.312438
33 , 1 , 0.312482
34 , 1 , 0.312525
35 , 1 , 0.312522
36 , 1 , 0.312498
37 , 1 , 0.312487
38 , 1 , 0.312495
39 , 1 , 0.312505
40 , 1 , 0.312505
41 , 1 , 0.3125
42 , 1 , 0.312497
43 , 1 , 0.312499
44 , 1 , 0.312501
45 , 1 , 0.312501
46 , 1 , 0.3125
47 , 1 , 0.312499
48 , 1 , 0.3125
49 , 1 , 0.3125
50 , 1 , 0.3125
51 , 1 , 0.3125
52 , 1 , 0.3125
53 , 1 , 0.3125
54 , 1 , 0.3125
55 , 1 , 0.3125
56 , 1 , 0.3125
57 , 1 , 0.3125
58 , 1 , 0.3125
59 , 1 , 0.3125
60 , 1 , 0.3125
61 , 1 , 0.3125
62 , 1 , 0.3125
63 , 1 , 0.3125
64 , 1 , 0.3125
65 , 1 , 0.3125
66 , 1 , 0.3125
67 , 1 , 0.3125
68 , 1 , 0.3125
69 , 1 , 0.3125
70 , 1 , 0.3125
71 , 1 , 0.3125
72 , 1 , 0.3125
73 , 1 , 0.3125
74 , 1 , 0.3125
75 , 1 , 0.3125
76 , 1 , 0.3125
77 , 1 , 0.3125
78 , 1 , 0.3125
79 , 1 , 0.3125
80 , 1 , 0.3125
81 , 1 , 0.3125
82 , 1 , 0.3125
83 , 1 , 0.3125
84 , 1 , 0.3125
85 , 1 , 0.3125
86 , 1 , 0.3125
87 , 1 , 0.3125
88 , 1 , 0.3125
89 , 1 , 0.3125
90 , 1 , 0.3125
91 , 1 , 0.3125
92 , 1 , 0.3125
93 , 1 , 0.3125
94 , 1 , 0.3125
95 , 1 , 0.3125
96 , 1 , 0.3125
97 , 1 , 0.3125
98 , 1 , 0.3125
99 , 1 , 0.3125
